term_str,n,p,i,n_chars,cat_pos,max_pos,stop,stem_porter,stem_snowball,stem_lancaster,n_pos
tributes,2,2.7070889183961583e-06,18.494826293510364,8,{'NNS'},NNS,0,tribut,tribut,tribut,1
trice,1,1.3535444591980791e-06,19.494826293510364,5,{'NN'},NN,0,trice,trice,tric,1
trick,5,6.7677222959903955e-06,17.172898198623002,5,"{'NNS', 'NN'}",NN,0,trick,trick,trick,2
trickery,1,1.3535444591980791e-06,19.494826293510364,8,{'NN'},NN,0,trickeri,trickeri,trickery,1
tricks,6,8.121266755188474e-06,16.909863792789206,6,"{'NNS', 'NN'}",NNS,0,trick,trick,trick,2
tried,26,3.519215593915005e-05,14.794386575369272,5,"{'NN', 'VBN', 'VBD'}",VBN,0,tri,tri,tri,3
tries,4,5.4141778367923166e-06,17.494826293510364,5,"{'NNS', 'VBZ'}",NNS,0,tri,tri,tri,2
trifle,3,4.060633377594237e-06,17.909863792789206,6,{'NN'},NN,0,trifl,trifl,trifl,1
trifles,5,6.7677222959903955e-06,17.172898198623002,7,"{'NNS', 'NN'}",NN,0,trifl,trifl,trifl,2
trifling,5,6.7677222959903955e-06,17.172898198623002,8,"{'VBG', 'NN', 'JJ'}",JJ,0,trifl,trifl,trifl,3
trimeter,1,1.3535444591980791e-06,19.494826293510364,8,{'NN'},NN,0,trimet,trimet,trimet,1
trip,2,2.7070889183961583e-06,18.494826293510364,4,{'NN'},NN,0,trip,trip,trip,1
triple,6,8.121266755188474e-06,16.909863792789206,6,"{'NN', 'JJ'}",JJ,0,tripl,tripl,tripl,2
tripod,1,1.3535444591980791e-06,19.494826293510364,6,{'NN'},NN,0,tripod,tripod,tripod,1
tripods,1,1.3535444591980791e-06,19.494826293510364,7,{'NNS'},NNS,0,tripod,tripod,tripod,1
tripping,3,4.060633377594237e-06,17.909863792789206,8,"{'VBG', 'RB'}",RB,0,trip,trip,trip,2
trips,1,1.3535444591980791e-06,19.494826293510364,5,{'NNS'},NNS,0,trip,trip,trip,1
triptolemus,2,2.7070889183961583e-06,18.494826293510364,11,{'NNP'},NNP,0,triptolemu,triptolemus,triptolem,1
trireme,3,4.060633377594237e-06,17.909863792789206,7,{'NN'},NN,0,trirem,trirem,trirem,1
triremes,4,5.4141778367923166e-06,17.494826293510364,8,"{'NNS', 'NN'}",NNS,0,trirem,trirem,trirem,2
triumph,6,8.121266755188474e-06,16.909863792789206,7,{'NN'},NN,0,triumph,triumph,triumph,1
triumphed,1,1.3535444591980791e-06,19.494826293510364,9,{'VBD'},VBD,0,triumph,triumph,triumph,1
triumphing,1,1.3535444591980791e-06,19.494826293510364,10,{'NN'},NN,0,triumph,triumph,triumph,1
trivial,9,1.2181900132782712e-05,16.324901292068052,7,{'JJ'},JJ,0,trivial,trivial,triv,1
trochaic,2,2.7070889183961583e-06,18.494826293510364,8,{'JJ'},JJ,0,trochaic,trochaic,trocha,1
trojan,6,8.121266755188474e-06,16.909863792789206,6,{'NNP'},NNP,0,trojan,trojan,trod,1
trojans,6,8.121266755188474e-06,16.909863792789206,7,"{'NNP', 'NNPS'}",NNPS,0,trojan,trojan,trod,2
tromos,1,1.3535444591980791e-06,19.494826293510364,6,{'VBP'},VBP,0,tromo,tromo,tromo,1
troop,5,6.7677222959903955e-06,17.172898198623002,5,"{'NNP', 'NN'}",NN,0,troop,troop,troop,2
troops,7,9.474811214386553e-06,16.68747137145276,6,"{'NNS', 'NN'}",NN,0,troop,troop,troop,2
trophies,1,1.3535444591980791e-06,19.494826293510364,8,{'NNS'},NNS,0,trophi,trophi,troph,1
trophy,1,1.3535444591980791e-06,19.494826293510364,6,{'NN'},NN,0,trophi,trophi,troph,1
trouble,56,7.579848971509242e-05,13.687471371452759,7,"{'NNS', 'NN', 'IN'}",NN,0,troubl,troubl,troubl,3
troubled,10,1.3535444591980791e-05,16.172898198623002,8,"{'VBN', 'VBD', 'JJ'}",VBD,0,troubl,troubl,troubl,3
troubles,12,1.6242533510376947e-05,15.909863792789208,8,"{'NNS', 'NN', 'VBZ'}",NN,0,troubl,troubl,troubl,3
troublesome,17,2.3010255806367345e-05,15.407363452260023,11,"{'NNS', 'NN', 'VBN', 'JJ'}",JJ,0,troublesom,troublesom,troublesom,4
troubling,3,4.060633377594237e-06,17.909863792789206,9,{'VBG'},VBG,0,troubl,troubl,troubl,1
trough,1,1.3535444591980791e-06,19.494826293510364,6,{'NN'},NN,0,trough,trough,trough,1
trove,1,1.3535444591980791e-06,19.494826293510364,5,{'NN'},NN,0,trove,trove,trov,1
troy,21,2.842443364315966e-05,15.102508870731603,4,{'NNP'},NNP,0,troy,troy,troy,1
truant,3,4.060633377594237e-06,17.909863792789206,6,{'JJ'},JJ,0,truant,truant,tru,1
truants,1,1.3535444591980791e-06,19.494826293510364,7,{'NNS'},NNS,0,truant,truant,tru,1
truckle,1,1.3535444591980791e-06,19.494826293510364,7,{'NN'},NN,0,truckl,truckl,truckl,1
true,2218,0.0030021616105013393,8.379782643348653,4,"{'IN', 'NNP', 'NN', 'VBP', 'VBD', 'VBZ', 'VB', 'NNS', 'RB', 'VBN', 'JJ', 'VBG'}",JJ,0,true,true,tru,12
trueif,1,1.3535444591980791e-06,19.494826293510364,6,{'IN'},IN,0,trueif,trueif,tru,1
truer,25,3.383861147995198e-05,14.850970103735639,5,"{'NN', 'VB', 'NNS', 'VBN', 'JJ'}",NN,0,truer,truer,tru,5
truest,28,3.789924485754621e-05,14.687471371452759,6,"{'JJS', 'VB', 'NN', 'JJ'}",JJS,0,truest,truest,truest,4
truethat,2,2.7070889183961583e-06,18.494826293510364,8,"{'WDT', 'WP'}",WDT,0,truethat,truethat,trueth,2
trueyou,1,1.3535444591980791e-06,19.494826293510364,7,{'NN'},NN,0,trueyou,trueyou,trueyou,1
truism,1,1.3535444591980791e-06,19.494826293510364,6,{'NN'},NN,0,truism,truism,tru,1
truly,271,0.0003668105484426794,11.412677252156492,5,"{'IN', 'NNP', 'NN', 'POS', 'VBP', 'VBD', 'VBZ', 'VB', 'NNS', 'FW', 'RB', 'PRP', 'JJ', 'RP'}",RB,0,truli,truli,tru,14
trumpets,1,1.3535444591980791e-06,19.494826293510364,8,{'NN'},NN,0,trumpet,trumpet,trumpet,1
trunk,3,4.060633377594237e-06,17.909863792789206,5,{'NN'},NN,0,trunk,trunk,trunk,1
trust,27,3.6545700398348135e-05,14.739938791346894,5,"{'VB', 'NN', 'VBP', 'JJ'}",VB,0,trust,trust,trust,4
trusted,9,1.2181900132782712e-05,16.324901292068052,7,"{'NN', 'VBN', 'RB', 'JJ'}",JJ,0,trust,trust,trust,4
trustees,1,1.3535444591980791e-06,19.494826293510364,8,{'NN'},NN,0,truste,truste,trust,1
trusting,8,1.0828355673584633e-05,16.494826293510364,8,"{'VBG', 'NN'}",VBG,0,trust,trust,trust,2
trusts,5,6.7677222959903955e-06,17.172898198623002,6,"{'NNS', 'NN', 'VBZ'}",VBZ,0,trust,trust,trust,3
trustworthy,4,5.4141778367923166e-06,17.494826293510364,11,{'JJ'},JJ,0,trustworthi,trustworthi,trustworthy,1
truth,617,0.0008351369313252148,10.225699614360945,5,"{'NNP', 'NN', 'VBP', 'VB', 'NNS', 'VBN', 'JJ'}",NN,0,truth,truth,tru,7
truthbut,1,1.3535444591980791e-06,19.494826293510364,8,{'NN'},NN,0,truthbut,truthbut,truthbut,1
truthful,1,1.3535444591980791e-06,19.494826293510364,8,{'JJ'},JJ,0,truth,truth,truth,1
truthfully,1,1.3535444591980791e-06,19.494826293510364,10,{'RB'},RB,0,truth,truth,truth,1
truthfulness,1,1.3535444591980791e-06,19.494826293510364,12,{'NNP'},NNP,0,truth,truth,truth,1
truthhence,1,1.3535444591980791e-06,19.494826293510364,10,{'NN'},NN,0,truthhenc,truthhenc,truthh,1
truthin,1,1.3535444591980791e-06,19.494826293510364,7,{'NN'},NN,0,truthin,truthin,truthin,1
truths,17,2.3010255806367345e-05,15.407363452260023,6,"{'NNS', 'NN', 'JJ'}",NNS,0,truth,truth,truth,3
truththe,1,1.3535444591980791e-06,19.494826293510364,8,{'JJ'},JJ,0,truthth,truthth,truthth,1
try,136,0.00018408204645093876,12.407363452260023,3,"{'VB', 'NNP', 'NN', 'VBP'}",VB,0,tri,tri,try,4
trying,22,2.977797810235774e-05,15.035394674873066,6,{'VBG'},VBG,0,tri,tri,try,1
tu,1,1.3535444591980791e-06,19.494826293510364,2,{'JJ'},JJ,0,tu,tu,tu,1
tucked,1,1.3535444591980791e-06,19.494826293510364,6,{'VBN'},VBN,0,tuck,tuck,tuck,1
tufa,1,1.3535444591980791e-06,19.494826293510364,4,{'NN'},NN,0,tufa,tufa,tuf,1
tugged,1,1.3535444591980791e-06,19.494826293510364,6,{'VBD'},VBD,0,tug,tug,tug,1
tumble,1,1.3535444591980791e-06,19.494826293510364,6,{'VB'},VB,0,tumbl,tumbl,tumbl,1
tumbled,1,1.3535444591980791e-06,19.494826293510364,7,{'VBN'},VBN,0,tumbl,tumbl,tumbl,1
tumblers,1,1.3535444591980791e-06,19.494826293510364,8,{'NNS'},NNS,0,tumbler,tumbler,tumbl,1
tumbling,3,4.060633377594237e-06,17.909863792789206,8,{'VBG'},VBG,0,tumbl,tumbl,tumbl,1
tumours,1,1.3535444591980791e-06,19.494826293510364,7,{'NN'},NN,0,tumour,tumour,tumo,1
tumult,3,4.060633377594237e-06,17.909863792789206,6,{'NN'},NN,0,tumult,tumult,tumult,1
tumultuous,1,1.3535444591980791e-06,19.494826293510364,10,{'JJ'},JJ,0,tumultu,tumultu,tumultu,1
tumultwhen,1,1.3535444591980791e-06,19.494826293510364,10,{'VBP'},VBP,0,tumultwhen,tumultwhen,tumultwh,1
tune,5,6.7677222959903955e-06,17.172898198623002,4,"{'VB', 'NN'}",NN,0,tune,tune,tun,2
tuned,1,1.3535444591980791e-06,19.494826293510364,5,{'VBN'},VBN,0,tune,tune,tun,1
tuner,1,1.3535444591980791e-06,19.494826293510364,5,{'NN'},NN,0,tuner,tuner,tun,1
tunic,3,4.060633377594237e-06,17.909863792789206,5,{'NN'},NN,0,tunic,tunic,tun,1
turbid,3,4.060633377594237e-06,17.909863792789206,6,"{'NN', 'JJ'}",NN,0,turbid,turbid,turbid,2
turbulent,1,1.3535444591980791e-06,19.494826293510364,9,{'NN'},NN,0,turbul,turbul,turb,1
turmoil,2,2.7070889183961583e-06,18.494826293510364,7,{'NN'},NN,0,turmoil,turmoil,turmoil,1
turn,154,0.00020844584671650418,12.228039752815462,4,"{'VB', 'NN', 'VBP', 'JJ'}",NN,0,turn,turn,turn,4
turned,64,8.662684538867707e-05,13.494826293510362,6,"{'VBN', 'VBP', 'VBD', 'JJ'}",VBD,0,turn,turn,turn,4
turning,31,4.195987823514045e-05,14.540629983123488,7,"{'VBG', 'NN', 'JJ'}",VBG,0,turn,turn,turn,3
turns,26,3.519215593915005e-05,14.794386575369272,5,"{'NNS', 'NN', 'VBP', 'VBZ'}",VBZ,0,turn,turn,turn,4
tus,1,1.3535444591980791e-06,19.494826293510364,3,{'NN'},NN,0,tu,tus,tus,1
tutor,8,1.0828355673584633e-05,16.494826293510364,5,{'NN'},NN,0,tutor,tutor,tut,1
tutors,8,1.0828355673584633e-05,16.494826293510364,6,"{'NNS', 'NN', 'JJ'}",NNS,0,tutor,tutor,tut,3
twaddle,1,1.3535444591980791e-06,19.494826293510364,7,{'JJ'},JJ,0,twaddl,twaddl,twaddl,1
twang,1,1.3535444591980791e-06,19.494826293510364,5,{'NN'},NN,0,twang,twang,twang,1
twelfth,7,9.474811214386553e-06,16.68747137145276,7,"{'NN', 'JJ'}",JJ,0,twelfth,twelfth,twelf,2
twelve,55,7.444494525589434e-05,13.713466579985704,6,"{'IN', 'NN', 'VB', 'NNS', 'RB', 'VBN', 'JJ'}",NN,0,twelv,twelv,twelv,7
twelvefold,2,2.7070889183961583e-06,18.494826293510364,10,{'JJ'},JJ,0,twelvefold,twelvefold,twelvefold,1
twelves,1,1.3535444591980791e-06,19.494826293510364,7,{'VB'},VB,0,twelv,twelv,twelv,1
twentieth,1,1.3535444591980791e-06,19.494826293510364,9,{'NN'},NN,0,twentieth,twentieth,twentie,1
twenty,36,4.872760053113085e-05,14.32490129206805,6,"{'CD', 'NN', 'VB', 'RB', 'JJ'}",NN,0,twenti,twenti,twenty,5
twice,54,7.309140079669627e-05,13.739938791346894,5,"{'NNP', 'NN', 'VB', 'RB', 'JJ'}",RB,0,twice,twice,twic,5
twig,1,1.3535444591980791e-06,19.494826293510364,4,{'NN'},NN,0,twig,twig,twig,1
twilight,1,1.3535444591980791e-06,19.494826293510364,8,{'NN'},NN,0,twilight,twilight,twilight,1
twin,4,5.4141778367923166e-06,17.494826293510364,4,"{'NN', 'JJ'}",JJ,0,twin,twin,twin,2
twins,3,4.060633377594237e-06,17.909863792789206,5,{'NNS'},NNS,0,twin,twin,twin,1
twist,2,2.7070889183961583e-06,18.494826293510364,5,"{'VB', 'NN'}",NN,0,twist,twist,twist,2
twisted,4,5.4141778367923166e-06,17.494826293510364,7,{'VBN'},VBN,0,twist,twist,twist,1
twisting,8,1.0828355673584633e-05,16.494826293510364,8,"{'VBG', 'NN'}",NN,0,twist,twist,twist,2
twists,2,2.7070889183961583e-06,18.494826293510364,6,"{'NNS', 'VBZ'}",NNS,0,twist,twist,twist,2
twitting,1,1.3535444591980791e-06,19.494826293510364,8,{'VBG'},VBG,0,twit,twit,twit,1
two,953,0.0012899278696157693,9.598493889600421,3,"{'IN', 'CD', 'NNP', 'NN', 'VBP', 'VBZ', 'VB', 'NNS', 'VBN', 'RB', 'JJ'}",CD,0,two,two,two,11
twofold,8,1.0828355673584633e-05,16.494826293510364,7,"{'IN', 'RB', 'VBP', 'JJ'}",JJ,0,twofold,twofold,twofold,4
twos,2,2.7070889183961583e-06,18.494826293510364,4,{'NN'},NN,0,two,twos,two,1
twothe,1,1.3535444591980791e-06,19.494826293510364,6,{'JJ'},JJ,0,twoth,twoth,twoth,1
tynnichus,2,2.7070889183961583e-06,18.494826293510364,9,{'NNP'},NNP,0,tynnichu,tynnichus,tynnich,1
type,10,1.3535444591980791e-05,16.172898198623002,4,{'NN'},NN,0,type,type,typ,1
typho,1,1.3535444591980791e-06,19.494826293510364,5,{'NNP'},NNP,0,typho,typho,typho,1
typifying,1,1.3535444591980791e-06,19.494826293510364,9,{'VBG'},VBG,0,typifi,typifi,typ,1
tyrannical,26,3.519215593915005e-05,14.794386575369272,10,"{'VB', 'NN', 'JJ'}",JJ,0,tyrann,tyrann,tyran,3
tyrannicide,1,1.3535444591980791e-06,19.494826293510364,11,{'NN'},NN,0,tyrannicid,tyrannicid,tyrannicid,1
tyrannies,5,6.7677222959903955e-06,17.172898198623002,9,"{'NNS', 'JJ'}",NNS,0,tyranni,tyranni,tyranny,2
tyrannize,1,1.3535444591980791e-06,19.494826293510364,9,{'NN'},NN,0,tyrann,tyrann,tyran,1
tyrannized,1,1.3535444591980791e-06,19.494826293510364,10,{'VBN'},VBN,0,tyrann,tyrann,tyran,1
tyrannizes,1,1.3535444591980791e-06,19.494826293510364,10,{'NN'},NN,0,tyrann,tyrann,tyran,1
tyrannizing,1,1.3535444591980791e-06,19.494826293510364,11,{'VBG'},VBG,0,tyrann,tyrann,tyran,1
tyranny,44,5.955595620471548e-05,14.035394674873066,7,"{'IN', 'NN', 'VB', 'NNS', 'JJ'}",NN,0,tyranni,tyranni,tyranny,5
tyrant,83,0.00011234419011344055,13.119786862163439,6,"{'NN', 'VBN', 'JJ'}",NN,0,tyrant,tyrant,tyr,3
tyrants,21,2.842443364315966e-05,15.102508870731603,7,"{'NNS', 'NN', 'JJ'}",NNS,0,tyrant,tyrant,tyr,3
tyros,2,2.7070889183961583e-06,18.494826293510364,5,"{'NN', 'JJ'}",JJ,0,tyro,tyro,tyro,2
tyrrhenia,4,5.4141778367923166e-06,17.494826293510364,9,{'NNP'},NNP,0,tyrrhenia,tyrrhenia,tyrrhen,1
tyrtaeus,8,1.0828355673584633e-05,16.494826293510364,8,{'NNP'},NNP,0,tyrtaeu,tyrtaeus,tyrtae,1
udor,3,4.060633377594237e-06,17.909863792789206,4,"{'NN', 'JJ'}",JJ,0,udor,udor,ud,2
ugliness,5,6.7677222959903955e-06,17.172898198623002,8,"{'NN', 'JJ'}",JJ,0,ugli,ugli,ug,2
ugly,7,9.474811214386553e-06,16.68747137145276,4,"{'NN', 'RB', 'JJ'}",JJ,0,ugli,ugli,ug,3
ulcerated,1,1.3535444591980791e-06,19.494826293510364,9,{'JJ'},JJ,0,ulcer,ulcer,ulc,1
ultimate,2,2.7070889183961583e-06,18.494826293510364,8,{'JJ'},JJ,0,ultim,ultim,ultim,1
umber,2,2.7070889183961583e-06,18.494826293510364,5,{'JJ'},JJ,0,umber,umber,umb,1
umbilical,1,1.3535444591980791e-06,19.494826293510364,9,{'JJ'},JJ,0,umbil,umbil,umbl,1
umpire,2,2.7070889183961583e-06,18.494826293510364,6,{'NN'},NN,0,umpir,umpir,umpir,1
umpires,1,1.3535444591980791e-06,19.494826293510364,7,{'NNS'},NNS,0,umpir,umpir,umpir,1
unable,93,0.00012587963470542135,12.955667482402331,6,{'JJ'},JJ,0,unabl,unabl,un,1
unacceptable,1,1.3535444591980791e-06,19.494826293510364,12,{'JJ'},JJ,0,unaccept,unaccept,unacceiv,1
unaccompanied,2,2.7070889183961583e-06,18.494826293510364,13,"{'VBN', 'JJ'}",JJ,0,unaccompani,unaccompani,unaccompany,2
unaccountable,1,1.3535444591980791e-06,19.494826293510364,13,{'JJ'},JJ,0,unaccount,unaccount,unaccount,1
unaccustomed,4,5.4141778367923166e-06,17.494826293510364,12,{'JJ'},JJ,0,unaccustom,unaccustom,unaccustom,1
unacquainted,8,1.0828355673584633e-05,16.494826293510364,12,"{'VBN', 'VBD', 'JJ'}",JJ,0,unacquaint,unacquaint,unacquaint,3
unadmitted,1,1.3535444591980791e-06,19.494826293510364,10,{'JJ'},JJ,0,unadmit,unadmit,unadmit,1
unadulterated,5,6.7677222959903955e-06,17.172898198623002,13,"{'VBN', 'JJ'}",JJ,0,unadulter,unadulter,unadult,2
unadvantageous,1,1.3535444591980791e-06,19.494826293510364,14,{'NNP'},NNP,0,unadvantag,unadvantag,unadv,1
unaffected,9,1.2181900132782712e-05,16.324901292068052,10,"{'VBN', 'JJ'}",VBN,0,unaffect,unaffect,unaffect,2
unaided,1,1.3535444591980791e-06,19.494826293510364,7,{'JJ'},JJ,0,unaid,unaid,unaid,1
unalloyed,7,9.474811214386553e-06,16.68747137145276,9,"{'NN', 'JJ'}",JJ,0,unalloy,unalloy,unalloy,2
unalterable,2,2.7070889183961583e-06,18.494826293510364,11,{'JJ'},JJ,0,unalter,unalter,unalt,1
unalterably,1,1.3535444591980791e-06,19.494826293510364,11,{'RB'},RB,0,unalter,unalter,unalt,1
unambiguous,2,2.7070889183961583e-06,18.494826293510364,11,"{'VBP', 'JJ'}",JJ,0,unambigu,unambigu,unambigu,2
unanimity,1,1.3535444591980791e-06,19.494826293510364,9,{'NN'},NN,0,unanim,unanim,unanim,1
unanimous,1,1.3535444591980791e-06,19.494826293510364,9,{'JJ'},JJ,0,unanim,unanim,unanim,1
unanimously,1,1.3535444591980791e-06,19.494826293510364,11,{'RB'},RB,0,unanim,unanim,unanim,1
unanswerable,1,1.3535444591980791e-06,19.494826293510364,12,{'JJ'},JJ,0,unanswer,unanswer,unansw,1
unanswered,1,1.3535444591980791e-06,19.494826293510364,10,{'JJ'},JJ,0,unansw,unansw,unansw,1
unaquainted,1,1.3535444591980791e-06,19.494826293510364,11,{'JJ'},JJ,0,unaquaint,unaquaint,unaquaint,1
unarmed,5,6.7677222959903955e-06,17.172898198623002,7,"{'VB', 'VBN', 'JJ'}",JJ,0,unarm,unarm,unarm,3
unasked,1,1.3535444591980791e-06,19.494826293510364,7,{'JJ'},JJ,0,unask,unask,unask,1
unassailable,1,1.3535444591980791e-06,19.494826293510364,12,{'JJ'},JJ,0,unassail,unassail,unassail,1
unassailed,1,1.3535444591980791e-06,19.494826293510364,10,{'VBN'},VBN,0,unassail,unassail,unassail,1
unassuming,1,1.3535444591980791e-06,19.494826293510364,10,{'JJ'},JJ,0,unassum,unassum,unassum,1
unattended,1,1.3535444591980791e-06,19.494826293510364,10,{'VBN'},VBN,0,unattend,unattend,unattend,1
unattractive,1,1.3535444591980791e-06,19.494826293510364,12,{'JJ'},JJ,0,unattract,unattract,unattract,1
unavailing,1,1.3535444591980791e-06,19.494826293510364,10,{'VBG'},VBG,0,unavail,unavail,unavail,1
unavenged,1,1.3535444591980791e-06,19.494826293510364,9,{'JJ'},JJ,0,unaveng,unaveng,unaveng,1
unavoidable,4,5.4141778367923166e-06,17.494826293510364,11,"{'NN', 'JJ'}",JJ,0,unavoid,unavoid,unavoid,2
unaware,4,5.4141778367923166e-06,17.494826293510364,7,"{'NN', 'JJ'}",JJ,0,unawar,unawar,unaw,2
unawares,1,1.3535444591980791e-06,19.494826293510364,8,{'NN'},NN,0,unawar,unawar,unaw,1
unbecoming,7,9.474811214386553e-06,16.68747137145276,10,"{'VBG', 'JJ'}",JJ,0,unbecom,unbecom,unbecom,2
unbegotten,4,5.4141778367923166e-06,17.494826293510364,10,{'JJ'},JJ,0,unbegotten,unbegotten,unbegot,1
unbelievers,3,4.060633377594237e-06,17.909863792789206,11,"{'NNS', 'JJ'}",JJ,0,unbeliev,unbeliev,unbeliev,2
unbend,1,1.3535444591980791e-06,19.494826293510364,6,{'VB'},VB,0,unbend,unbend,unbend,1
unbidden,7,9.474811214386553e-06,16.68747137145276,8,{'JJ'},JJ,0,unbidden,unbidden,unbid,1
unblest,1,1.3535444591980791e-06,19.494826293510364,7,{'JJ'},JJ,0,unblest,unblest,unblest,1
unborn,1,1.3535444591980791e-06,19.494826293510364,6,{'VBP'},VBP,0,unborn,unborn,unborn,1
unbosomed,1,1.3535444591980791e-06,19.494826293510364,9,{'VBN'},VBN,0,unbosom,unbosom,unbosom,1
unbounded,1,1.3535444591980791e-06,19.494826293510364,9,{'JJ'},JJ,0,unbound,unbound,unbound,1
unbridled,2,2.7070889183961583e-06,18.494826293510364,9,{'JJ'},JJ,0,unbridl,unbridl,unbridl,1
unbroken,2,2.7070889183961583e-06,18.494826293510364,8,{'JJ'},JJ,0,unbroken,unbroken,unbrok,1
unburied,3,4.060633377594237e-06,17.909863792789206,8,"{'POS', 'RB', 'JJ'}",JJ,0,unburi,unburi,unbury,3
unceasing,1,1.3535444591980791e-06,19.494826293510364,9,{'JJ'},JJ,0,unceas,unceas,unceas,1
unceasingly,2,2.7070889183961583e-06,18.494826293510364,11,"{'RB', 'VBP'}",RB,0,unceasingli,unceas,unceas,2
uncertain,13,1.7596077969575026e-05,15.794386575369272,9,{'JJ'},JJ,0,uncertain,uncertain,uncertain,1
uncertainty,4,5.4141778367923166e-06,17.494826293510364,11,{'NN'},NN,0,uncertainti,uncertainti,uncertainty,1
uncertified,1,1.3535444591980791e-06,19.494826293510364,11,{'JJ'},JJ,0,uncertifi,uncertifi,uncert,1
unchangeable,19,2.5717344724763503e-05,15.246898780066777,12,{'JJ'},JJ,0,unchang,unchang,unchang,1
unchangeableness,3,4.060633377594237e-06,17.909863792789206,16,{'NN'},NN,0,unchang,unchang,unchang,1
unchanged,3,4.060633377594237e-06,17.909863792789206,9,{'JJ'},JJ,0,unchang,unchang,unchang,1
unchanging,14,1.8949622428773105e-05,15.687471371452759,10,"{'VBG', 'NN', 'JJ'}",JJ,0,unchang,unchang,unchang,3
uncharitableness,1,1.3535444591980791e-06,19.494826293510364,16,{'NN'},NN,0,uncharit,uncharit,uncharit,1
unchaste,1,1.3535444591980791e-06,19.494826293510364,8,{'NN'},NN,0,unchast,unchast,unchast,1
uncivilised,1,1.3535444591980791e-06,19.494826293510364,11,{'JJ'},JJ,0,uncivilis,uncivilis,uncivil,1
uncivilized,1,1.3535444591980791e-06,19.494826293510364,11,{'JJ'},JJ,0,uncivil,uncivil,uncivil,1
uncle,4,5.4141778367923166e-06,17.494826293510364,5,"{'NN', 'JJ'}",NN,0,uncl,uncl,unc,2
unclean,1,1.3535444591980791e-06,19.494826293510364,7,{'JJ'},JJ,0,unclean,unclean,unc,1
uncomely,1,1.3535444591980791e-06,19.494826293510364,8,{'JJ'},JJ,0,uncom,uncom,uncom,1
uncommon,2,2.7070889183961583e-06,18.494826293510364,8,{'JJ'},JJ,0,uncommon,uncommon,uncommon,1
uncomplimentary,1,1.3535444591980791e-06,19.494826293510364,15,{'JJ'},JJ,0,uncomplimentari,uncomplimentari,uncomply,1
uncompounded,3,4.060633377594237e-06,17.909863792789206,12,{'JJ'},JJ,0,uncompound,uncompound,uncompound,1
unconcernedly,1,1.3535444591980791e-06,19.494826293510364,13,{'RB'},RB,0,unconcernedli,unconcern,unconcern,1
uncongenial,5,6.7677222959903955e-06,17.172898198623002,11,{'JJ'},JJ,0,uncongeni,uncongeni,uncong,1
unconnected,1,1.3535444591980791e-06,19.494826293510364,11,{'JJ'},JJ,0,unconnect,unconnect,unconnect,1
unconquerable,1,1.3535444591980791e-06,19.494826293510364,13,{'JJ'},JJ,0,unconquer,unconquer,unconqu,1
unconquered,1,1.3535444591980791e-06,19.494826293510364,11,{'VBN'},VBN,0,unconqu,unconqu,unconqu,1
unconscious,6,8.121266755188474e-06,16.909863792789206,11,{'JJ'},JJ,0,unconsci,unconsci,unconscy,1
unconsciously,14,1.8949622428773105e-05,15.687471371452759,13,"{'RB', 'JJ'}",RB,0,unconsci,unconsci,unconscy,2
unconsciousness,3,4.060633377594237e-06,17.909863792789206,15,"{'NN', 'JJ'}",JJ,0,unconsci,unconsci,unconscy,2
unconsecrated,2,2.7070889183961583e-06,18.494826293510364,13,{'JJ'},JJ,0,unconsecr,unconsecr,unconsecr,1
uncontaminated,1,1.3535444591980791e-06,19.494826293510364,14,{'VBN'},VBN,0,uncontamin,uncontamin,uncontamin,1
uncontrolled,1,1.3535444591980791e-06,19.494826293510364,12,{'VBN'},VBN,0,uncontrol,uncontrol,uncontrol,1
unconvinced,4,5.4141778367923166e-06,17.494826293510364,11,{'JJ'},JJ,0,unconvinc,unconvinc,unconvint,1
uncooling,1,1.3535444591980791e-06,19.494826293510364,9,{'NN'},NN,0,uncool,uncool,uncool,1
uncorrupted,2,2.7070889183961583e-06,18.494826293510364,11,{'JJ'},JJ,0,uncorrupt,uncorrupt,uncorrupt,1
uncouth,1,1.3535444591980791e-06,19.494826293510364,7,{'JJ'},JJ,0,uncouth,uncouth,uncou,1
uncover,2,2.7070889183961583e-06,18.494826293510364,7,"{'NNP', 'IN'}",IN,0,uncov,uncov,uncov,2
uncovered,3,4.060633377594237e-06,17.909863792789206,9,"{'VBN', 'VBD'}",VBD,0,uncov,uncov,uncov,2
uncreated,2,2.7070889183961583e-06,18.494826293510364,9,"{'NN', 'JJ'}",JJ,0,uncreat,uncreat,uncr,2
uncreatedthat,1,1.3535444591980791e-06,19.494826293510364,13,{'WP'},WP,0,uncreatedthat,uncreatedthat,uncreatedth,1
uncultivated,2,2.7070889183961583e-06,18.494826293510364,12,{'JJ'},JJ,0,uncultiv,uncultiv,uncult,1
undazzled,1,1.3535444591980791e-06,19.494826293510364,9,{'VBN'},VBN,0,undazzl,undazzl,undazzl,1
undecayed,1,1.3535444591980791e-06,19.494826293510364,9,{'JJ'},JJ,0,undecay,undecay,undecay,1
undecided,2,2.7070889183961583e-06,18.494826293510364,9,{'JJ'},JJ,0,undecid,undecid,undecid,1
undefended,1,1.3535444591980791e-06,19.494826293510364,10,{'JJ'},JJ,0,undefend,undefend,undefend,1
undefiled,4,5.4141778367923166e-06,17.494826293510364,9,"{'VBN', 'JJ'}",JJ,0,undefil,undefil,undefil,2
